Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls90,Ast90,G+A90,G-PK90,G+A-PK90,xG90,xAG90,xG+xAG90,npxG90,npxG+xAG90,Weekly Wages,Annual Wages,Cluster
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,25,1996,31,27,2451.0,27.2,1,2,3,1,0,0,6,0,0.9,0.9,1.7,2.6,20.0,93.0,46.0,0.04,0.07,0.11,0.04,0.11,0.03,0.06,0.1,0.03,0.1,15561,809161,2
Lilian Egloff,GER,MF,Stuttgart,Bundesliga,19,2002,10,2,241.0,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.7,8.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.13,0.15,0.28,0.13,0.28,631,32804,1
Íñigo Eguaras,ESP,MF,Almería,La Liga,30,1992,25,10,967.0,10.7,1,1,2,1,0,0,6,0,1.0,1.0,0.6,1.7,8.0,61.0,7.0,0.09,0.09,0.19,0.09,0.19,0.1,0.06,0.16,0.1,0.16,13037,677946,0
Kingsley Ehizibue,NED,DF,Udinese,Serie A,27,1995,27,16,1535.0,17.1,2,0,2,2,0,0,7,0,2.0,2.0,0.9,3.0,29.0,40.0,69.0,0.12,0.0,0.12,0.12,0.12,0.12,0.06,0.17,0.12,0.17,18925,984115,0
Chidera Ejuke,NGA,FW,Hertha BSC,Bundesliga,24,1998,20,9,890.0,9.9,0,3,3,0,0,0,0,0,1.5,1.5,1.3,2.7,38.0,39.0,67.0,0.0,0.3,0.3,0.0,0.3,0.15,0.13,0.28,0.15,0.28,34066,1771406,1
Albin Ekdal,SWE,MF,Spezia,Serie A,33,1989,31,18,1734.0,19.3,0,2,2,0,0,0,6,1,2.9,2.9,1.6,4.4,15.0,80.0,35.0,0.0,0.1,0.1,0.0,0.1,0.15,0.08,0.23,0.15,0.23,31122,1618322,0
Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,20,2002,25,12,1155.0,12.8,3,4,7,3,0,0,0,0,3.7,3.7,1.6,5.3,23.0,23.0,84.0,0.23,0.31,0.55,0.23,0.55,0.29,0.13,0.42,0.29,0.42,100935,5248611,0
Emmanuel Ekong,SWE,FW,Empoli,Serie A,20,2002,2,0,20.0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,3995,207758,1
Anthony Elanga,SWE,FW,Manchester Utd, Premier League,20,2002,16,5,426.0,4.7,0,1,1,0,0,0,0,0,0.7,0.7,0.9,1.6,12.0,8.0,28.0,0.0,0.21,0.21,0.0,0.21,0.15,0.19,0.34,0.15,0.34,6355,330462,1
Mikael Ellertsson,ISL,MF,Spezia,Serie A,20,2002,11,1,171.0,1.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,9673,502992,1
Harvey Elliott, ENG,MF,Liverpool, Premier League,19,2003,32,18,1613.0,17.9,1,2,3,1,0,0,2,0,2.1,2.1,3.6,5.7,54.0,142.0,129.0,0.06,0.11,0.17,0.06,0.17,0.12,0.2,0.32,0.12,0.32,50840,2643695,0
Elif Elmas,MKD,FW,Napoli,Serie A,22,1999,36,14,1627.0,18.1,6,3,9,5,1,1,5,0,4.0,3.3,1.9,5.2,42.0,73.0,103.0,0.33,0.17,0.5,0.28,0.44,0.22,0.11,0.33,0.18,0.29,40374,2099444,0
Mohamed Elneny,EGY,MF,Arsenal, Premier League,30,1992,5,1,113.0,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69905,3635081,1
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,28,1994,25,16,1449.0,16.1,0,1,1,0,0,0,5,1,0.7,0.7,1.0,1.7,21.0,52.0,19.0,0.0,0.06,0.06,0.0,0.06,0.04,0.06,0.11,0.04,0.11,38902,2022902,0
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,25,1996,32,32,2826.0,31.4,3,0,3,3,0,0,2,0,2.6,2.6,0.3,2.9,20.0,83.0,5.0,0.1,0.0,0.1,0.1,0.1,0.08,0.01,0.09,0.08,0.09,33645,1749537,2
Rodrigo Ely,BRA,DF,Almería,La Liga,28,1993,36,36,3155.0,35.1,0,1,1,0,0,0,10,1,1.0,1.0,0.8,1.8,6.0,52.0,4.0,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.05,0.03,0.05,12617,656076,2
Mohamed Elyounoussi,NOR,MF,Southampton, Premier League,27,1994,33,27,2168.0,24.1,1,1,2,1,0,0,4,0,3.5,3.5,2.1,5.6,56.0,50.0,98.0,0.04,0.04,0.08,0.04,0.08,0.15,0.09,0.23,0.15,0.23,76260,3965542,2
Adri Embarba,ESP,FW,Almería,La Liga,30,1992,29,18,1472.0,16.4,4,3,7,3,1,1,5,1,3.8,3.1,3.4,6.4,62.0,47.0,115.0,0.24,0.18,0.43,0.18,0.37,0.23,0.21,0.44,0.19,0.39,20187,1049722,0
Breel Embolo,SUI,FW,Monaco,Ligue 1,25,1997,32,19,1859.0,20.7,12,2,14,12,0,1,3,0,8.5,7.6,3.2,10.8,24.0,52.0,159.0,0.58,0.1,0.68,0.58,0.68,0.41,0.16,0.57,0.37,0.52,84533,4395712,0
Emerson,BRA,DF,Tottenham, Premier League,23,1999,26,20,1735.0,19.3,2,1,3,2,0,0,2,1,1.7,1.7,0.6,2.3,47.0,80.0,103.0,0.1,0.05,0.16,0.1,0.16,0.09,0.03,0.12,0.09,0.12,50840,2643695,0
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,25,1997,31,17,1661.0,18.5,8,1,9,8,0,0,4,0,8.1,8.1,1.1,9.2,16.0,12.0,71.0,0.43,0.05,0.49,0.43,0.49,0.44,0.06,0.5,0.44,0.5,63084,3280382,0
Wataru Endo,JPN,MF,Stuttgart,Bundesliga,29,1993,33,33,2922.0,32.5,5,4,9,5,0,0,3,0,3.8,3.8,4.7,8.5,32.0,171.0,67.0,0.15,0.12,0.28,0.15,0.28,0.12,0.15,0.26,0.12,0.26,13879,721684,2
Christian Eriksen,DEN,MF,Manchester Utd, Premier League,30,1992,28,25,2048.0,22.8,1,8,9,1,0,0,3,0,5.0,5.0,4.2,9.2,23.0,164.0,66.0,0.04,0.35,0.4,0.04,0.4,0.22,0.19,0.4,0.22,0.4,190651,9913856,0
Martin Erlic,CRO,DF,Sassuolo,Serie A,24,1998,28,26,2330.0,25.9,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,7.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,5888,306169,2
Tjark Ernst,GER,GK,Hertha BSC,Bundesliga,19,2003,1,1,90.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1262,65608,1
Gonzalo Escalante,ARG,MF,Cremonese,Serie A,29,1993,9,7,555.0,6.2,0,1,1,0,0,0,0,1,0.2,0.2,0.2,0.4,3.0,30.0,8.0,0.0,0.16,0.16,0.0,0.16,0.03,0.04,0.07,0.03,0.07,38061,1979164,1
Sergio Escudero,ESP,DF,Valladolid,La Liga,32,1989,23,17,1439.0,16.0,1,0,1,1,0,0,3,0,1.5,1.5,1.8,3.3,17.0,40.0,37.0,0.06,0.0,0.06,0.06,0.06,0.09,0.11,0.2,0.09,0.2,16402,852899,0
Alfonso Espino,URU,DF,Cádiz,La Liga,30,1992,36,35,3122.0,34.7,0,4,4,0,0,0,7,0,1.5,1.5,4.2,5.7,53.0,107.0,129.0,0.0,0.12,0.12,0.0,0.12,0.04,0.12,0.16,0.04,0.16,10514,546730,2
Bernardo Espinosa,COL,DF,Girona,La Liga,33,1989,20,14,1225.0,13.6,1,1,2,1,0,0,5,0,1.2,1.2,0.0,1.2,8.0,36.0,3.0,0.07,0.07,0.15,0.07,0.15,0.09,0.0,0.09,0.09,0.09,10093,524861,0
Maxime Estève,FRA,DF,Montpellier,Ligue 1,20,2002,23,18,1646.0,18.3,0,0,0,0,0,0,3,0,0.6,0.6,0.1,0.6,9.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,3154,164019,0
Pervis Estupiñán,ECU,DF,Brighton, Premier League,24,1998,35,31,2675.0,29.7,1,5,6,1,0,0,4,0,1.7,1.7,5.4,7.1,91.0,157.0,183.0,0.03,0.17,0.2,0.03,0.2,0.06,0.18,0.24,0.06,0.24,63550,3304619,2
Jonny Evans, NIR,DF,Leicester City, Premier League,34,1988,13,12,1051.0,11.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,127101,6609237,0
Edu Expósito,ESP,MF,Espanyol,La Liga,25,1996,28,13,1160.0,12.9,2,2,4,2,0,0,3,1,0.9,0.9,2.4,3.3,19.0,72.0,59.0,0.16,0.16,0.31,0.16,0.31,0.07,0.18,0.25,0.07,0.25,25234,1312153,0
Eberechi Eze, ENG,MF,Crystal Palace, Premier League,24,1998,38,30,2636.0,29.3,10,4,14,9,1,1,3,0,7.3,6.5,4.3,10.8,69.0,131.0,129.0,0.34,0.14,0.48,0.31,0.44,0.25,0.15,0.39,0.22,0.37,38130,1982771,2
Kimberly Ezekwem,GER,DF,Freiburg,Bundesliga,21,2001,1,0,8.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2313,120281,1
Łukasz Fabiański,POL,GK,West Ham, Premier League,37,1985,36,36,3111.0,34.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82615,4296004,2
Fabinho,BRA,MF,Liverpool, Premier League,28,1993,36,31,2671.0,29.7,0,2,2,0,0,0,11,0,0.7,0.7,2.1,2.9,15.0,161.0,39.0,0.0,0.07,0.07,0.0,0.07,0.02,0.07,0.1,0.02,0.1,228781,11896627,2
Fábio,BRA,DF,Nantes,Ligue 1,32,1990,6,3,224.0,2.5,0,0,0,0,0,0,1,1,0.2,0.2,0.6,0.8,4.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.08,0.24,0.32,0.08,0.32,16402,852899,1
Noah Fadiga,SEN,DF,Brest,Ligue 1,22,1999,21,16,1308.0,14.5,1,0,1,1,0,0,2,0,0.7,0.7,0.1,0.8,43.0,63.0,36.0,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,4416,229627,0
Wout Faes,BEL,DF,Leicester City, Premier League,24,1998,31,31,2786.0,31.0,1,2,3,1,0,0,6,1,1.2,1.2,0.6,1.9,11.0,74.0,2.0,0.03,0.06,0.1,0.03,0.1,0.04,0.02,0.06,0.04,0.06,63550,3304619,2
Nicolò Fagioli,ITA,MF,Juventus,Serie A,21,2001,26,17,1520.0,16.9,3,3,6,3,0,0,3,0,1.5,1.5,1.3,2.8,27.0,56.0,56.0,0.18,0.18,0.36,0.18,0.36,0.09,0.08,0.17,0.09,0.17,38902,2022902,0
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,33,1988,12,12,1025.0,11.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58879,3061690,0
Romain Faivre,FRA,MF,Lorient,Ligue 1,24,1998,16,14,1246.0,13.8,5,3,8,5,0,0,0,0,2.7,2.7,2.1,4.8,77.0,67.0,66.0,0.36,0.22,0.58,0.36,0.58,0.19,0.15,0.34,0.19,0.34,25234,1312153,0
Radamel Falcao,COL,FW,Rayo Vallecano,La Liga,36,1986,27,3,616.0,6.8,2,0,2,1,1,1,4,0,2.9,2.1,0.1,2.2,2.0,14.0,53.0,0.29,0.0,0.29,0.15,0.15,0.42,0.01,0.43,0.3,0.32,25234,1312153,1
Wladimiro Falcone,ITA,GK,Lecce,Serie A,27,1995,38,38,3420.0,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,3154,164019,2
Fali,ESP,DF,Cádiz,La Liga,28,1993,25,22,1714.0,19.0,0,0,0,0,0,0,6,0,0.6,0.6,0.2,0.8,9.0,56.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,10514,546730,0
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,30,1991,23,19,1485.0,16.5,2,3,5,2,0,0,7,0,2.7,2.7,1.0,3.7,11.0,54.0,33.0,0.12,0.18,0.3,0.12,0.3,0.17,0.06,0.23,0.17,0.23,19556,1016918,0
Ansu Fati,ESP,FW,Barcelona,La Liga,19,2002,36,12,1393.0,15.5,7,3,10,7,0,0,3,0,9.1,9.1,1.7,10.7,47.0,48.0,178.0,0.45,0.19,0.65,0.45,0.65,0.59,0.11,0.69,0.59,0.69,293342,15253775,0
Federico Fazio,ARG,DF,Salernitana,Serie A,35,1987,14,12,1074.0,11.9,1,0,1,1,0,0,2,1,0.7,0.7,0.1,0.8,13.0,40.0,4.0,0.08,0.0,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07,97360,5062723,0
Zouhair Feddal,MAR,DF,Valladolid,La Liga,33,1989,8,4,375.0,4.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,8832,459253,1
Nabil Fekir,FRA,MF,Betis,La Liga,29,1993,15,12,961.0,10.7,2,2,4,1,1,1,4,1,2.4,1.6,2.7,4.4,42.0,41.0,76.0,0.19,0.19,0.37,0.09,0.28,0.23,0.26,0.48,0.15,0.41,142991,7435532,0
Felipe,BRA,DF,Nott'ham Forest, Premier League,33,1989,16,15,1418.0,15.8,0,1,1,0,0,0,4,0,1.2,1.2,0.9,2.1,3.0,22.0,4.0,0.0,0.06,0.06,0.0,0.06,0.07,0.06,0.13,0.07,0.13,158972,8266562,0
Luiz Felipe,ITA,DF,Betis,La Liga,25,1997,23,22,1763.0,19.6,0,0,0,0,0,0,3,3,0.2,0.2,0.3,0.5,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,67290,3499074,0
João Félix,POR,FW,Chelsea, Premier League,22,1999,16,11,941.0,10.5,4,0,4,4,0,0,1,1,4.9,4.9,0.5,5.4,34.0,47.0,79.0,0.38,0.0,0.38,0.38,0.38,0.47,0.05,0.52,0.47,0.52,306590,15942656,1
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,24,1997,19,16,1450.0,16.1,0,1,1,0,0,0,3,1,0.3,0.3,0.3,0.6,12.0,52.0,5.0,0.0,0.06,0.06,0.0,0.06,0.02,0.02,0.04,0.02,0.04,16822,874768,0
Kiko Femenía,ESP,DF,Villarreal,La Liga,31,1991,20,13,1133.0,12.6,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.7,36.0,66.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,21028,1093461,0
Evan Ferguson,IRL,FW,Brighton, Premier League,17,2004,19,10,950.0,10.6,6,2,8,6,0,0,1,0,5.3,5.3,0.7,6.1,11.0,14.0,58.0,0.57,0.19,0.76,0.57,0.76,0.51,0.07,0.57,0.51,0.57,3813,198277,1
Lewis Ferguson, SCO,MF,Bologna,Serie A,22,1999,32,27,2314.0,25.7,7,0,7,7,0,0,4,0,4.7,4.7,1.0,5.7,31.0,88.0,114.0,0.27,0.0,0.27,0.27,0.27,0.18,0.04,0.22,0.18,0.22,10724,557665,2
Bruno Fernandes,POR,MF,Manchester Utd, Premier League,27,1994,37,37,3316.0,36.8,8,8,16,6,2,2,6,0,9.3,7.7,16.7,24.4,89.0,263.0,231.0,0.22,0.22,0.43,0.16,0.38,0.25,0.45,0.71,0.21,0.66,305042,15862170,2
Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,26,1996,32,28,2437.0,27.1,0,3,3,0,0,0,4,0,0.7,0.7,1.3,1.9,15.0,67.0,23.0,0.0,0.11,0.11,0.0,0.11,0.02,0.05,0.07,0.02,0.07,41636,2165052,2
Aitor Fernández,ESP,GK,Osasuna,La Liga,31,1991,21,21,1890.0,21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31542,1640191,0
Álex Fernández,ESP,MF,Cádiz,La Liga,29,1992,28,17,1576.0,17.5,3,0,3,2,1,1,0,0,2.7,1.9,1.6,3.4,19.0,69.0,26.0,0.17,0.0,0.17,0.11,0.11,0.15,0.09,0.24,0.11,0.2,10304,535796,0
Álvaro Fernández,ESP,GK,Espanyol,La Liga,24,1998,11,11,990.0,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,14720,765422,0
Carlos Fernández,ESP,FW,Real Sociedad,La Liga,26,1996,24,8,631.0,7.0,1,0,1,1,0,0,6,0,2.4,2.4,0.6,2.9,9.0,13.0,54.0,0.14,0.0,0.14,0.14,0.14,0.34,0.08,0.42,0.34,0.42,21028,1093461,1
Federico Fernández,ARG,DF,Elche,La Liga,33,1989,1,1,90.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35327,1837014,1
Joaquín Fernández,ESP,DF,Valladolid,La Liga,26,1996,27,24,2156.0,24.0,1,0,1,1,0,0,4,0,0.6,0.6,0.1,0.7,6.0,42.0,3.0,0.04,0.0,0.04,0.04,0.04,0.02,0.0,0.03,0.02,0.03,6519,338973,2
Fernando,ESP,GK,Almería,La Liga,32,1990,37,37,3285.0,36.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58879,3061690,2
Alex Ferrari,ITA,DF,Sampdoria,Serie A,28,1994,12,10,868.0,9.6,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.5,7.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,15561,809161,1
Salvador Ferrer,ESP,DF,Spezia,Serie A,24,1998,5,0,136.0,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,6729,349907,1
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,30,1992,34,32,2738.0,30.4,1,2,3,1,0,0,7,1,0.8,0.8,3.0,3.8,37.0,209.0,42.0,0.03,0.07,0.1,0.03,0.1,0.03,0.1,0.13,0.03,0.13,30280,1574583,2
Fidel,ESP,MF,Elche,La Liga,32,1989,27,21,1714.0,19.0,3,2,5,2,1,1,5,0,2.3,1.5,2.3,3.8,53.0,139.0,90.0,0.16,0.11,0.26,0.11,0.21,0.12,0.12,0.24,0.08,0.2,13037,677946,0
Karol Fila,POL,DF,Strasbourg,Ligue 1,24,1998,2,0,47.0,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,4206,218692,1
Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,32,1990,1,1,90.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10514,546730,1
Roberto Firmino,BRA,FW,Liverpool, Premier League,30,1991,25,13,1213.0,13.5,11,4,15,11,0,0,0,0,5.5,5.5,2.5,8.0,16.0,78.0,96.0,0.82,0.3,1.11,0.82,1.11,0.41,0.19,0.59,0.41,0.59,228781,11896627,0
Junior Firpo,ESP,DF,Leeds United, Premier League,25,1996,19,14,1368.0,15.2,1,1,2,1,0,0,6,1,0.1,0.1,0.8,0.9,20.0,54.0,34.0,0.07,0.07,0.13,0.07,0.13,0.01,0.05,0.06,0.01,0.06,76260,3965542,0
Kilian Fischer,GER,DF,Wolfsburg,Bundesliga,21,2000,10,5,502.0,5.6,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,6.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,19766,1027853,1
Mark Flekken,NED,GK,Freiburg,Bundesliga,29,1993,34,34,3060.0,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,7360,382711,2
Florian Flick,GER,MF,Schalke 04,Bundesliga,22,2000,8,5,512.0,5.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,5257,273365,1
Alexis Flips,FRA,FW,Reims,Ligue 1,22,2000,33,28,1978.0,22.0,4,6,10,4,0,0,3,1,3.9,3.9,6.2,10.0,23.0,110.0,162.0,0.18,0.27,0.46,0.18,0.46,0.18,0.28,0.46,0.18,0.46,4206,218692,0
Alessandro Florenzi,ITA,DF,Milan,Serie A,31,1991,6,2,203.0,2.3,0,0,0,0,0,0,1,0,0.8,0.8,0.5,1.2,1.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.34,0.21,0.54,0.34,0.54,77804,4045804,1
Phil Foden, ENG,FW,Manchester City, Premier League,22,2000,32,22,1842.0,20.5,11,6,17,11,0,0,1,0,5.9,5.9,4.7,10.6,68.0,88.0,275.0,0.54,0.29,0.83,0.54,0.83,0.29,0.23,0.52,0.29,0.52,285977,14870784,0
Seko Fofana,CIV,MF,Lens,Ligue 1,27,1995,35,34,3073.0,34.1,7,5,12,6,1,2,2,0,9.3,7.7,3.6,11.3,117.0,165.0,233.0,0.21,0.15,0.35,0.18,0.32,0.27,0.11,0.38,0.22,0.33,37851,1968229,2
Wesley Fofana,FRA,DF,Leicester City, Premier League,21,2000,2,2,180.0,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,254201,13218475,1
Yahia Fofana,FRA,GK,Angers,Ligue 1,21,2000,11,11,990.0,11.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5047,262431,0
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,23,1999,36,35,3086.0,34.3,2,2,4,2,0,0,4,2,2.8,2.8,4.4,7.2,81.0,238.0,71.0,0.06,0.06,0.12,0.06,0.12,0.08,0.13,0.21,0.08,0.21,5888,306169,2
Thomas Foket,BEL,DF,Reims,Ligue 1,27,1994,24,23,1976.0,22.0,0,1,1,0,0,0,0,0,0.1,0.1,2.8,2.9,56.0,94.0,154.0,0.0,0.05,0.05,0.0,0.05,0.01,0.13,0.13,0.01,0.13,15140,787292,0
José Fonte,POR,DF,Lille,Ligue 1,38,1983,31,30,2592.0,28.8,1,0,1,1,0,0,7,0,1.4,1.4,0.4,1.8,7.0,99.0,8.0,0.03,0.0,0.03,0.03,0.03,0.05,0.01,0.06,0.05,0.06,35327,1837014,2
Pablo Fornals,ESP,FW,West Ham, Premier League,26,1996,32,17,1503.0,16.7,3,1,4,3,0,0,0,0,2.2,2.2,1.7,3.9,33.0,89.0,101.0,0.18,0.06,0.24,0.18,0.24,0.13,0.1,0.24,0.13,0.24,82615,4296004,0
Emil Forsberg,SWE,MF,RB Leipzig,Bundesliga,30,1991,30,16,1482.0,16.5,6,4,10,4,2,2,2,0,4.9,3.3,2.3,5.6,20.0,67.0,77.0,0.36,0.24,0.61,0.24,0.49,0.3,0.14,0.43,0.2,0.34,138785,7216840,0
Adam Forshaw, ENG,MF,Leeds United, Premier League,30,1991,12,5,479.0,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.9,4.0,33.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.17,0.18,0.01,0.18,25420,1321847,1
Fraser Forster, ENG,GK,Tottenham, Premier League,34,1988,14,13,1215.0,13.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95326,4956928,0
Philipp Förster,GER,MF,Bochum,Bundesliga,27,1995,25,15,1309.0,14.5,3,7,10,3,0,0,4,0,1.4,1.4,3.4,4.8,19.0,63.0,47.0,0.21,0.48,0.69,0.21,0.69,0.1,0.23,0.33,0.1,0.33,17664,918507,0
Steven Fortes,CPV,DF,Lens,Ligue 1,30,1992,1,0,7.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6519,338973,1
Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,24,1998,11,1,191.0,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,3.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.18,0.05,0.18,18925,984115,1
Dimitri Foulquier,FRA,DF,Valencia,La Liga,29,1993,30,17,1738.0,19.3,0,2,2,0,0,0,4,0,0.2,0.2,1.7,1.8,51.0,70.0,84.0,0.0,0.1,0.1,0.0,0.1,0.01,0.09,0.09,0.01,0.09,39323,2044771,0
Juan Foyth,ARG,DF,Villarreal,La Liga,24,1998,24,22,1958.0,21.8,1,0,1,1,0,0,6,0,1.1,1.1,1.6,2.7,47.0,100.0,18.0,0.05,0.0,0.05,0.05,0.05,0.05,0.08,0.13,0.05,0.13,42056,2186921,0
Raphael Framberger,GER,DF,Augsburg,Bundesliga,26,1995,3,2,176.0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,11986,623273,1
Tyrese Francois,AUS,FW,Fulham, Premier League,22,2000,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107,57575,1
Bartol Franjić,CRO,MF,Wolfsburg,Bundesliga,22,2000,5,3,227.0,2.5,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.4,3.0,4.0,1.0,0.0,0.4,0.4,0.0,0.4,0.1,0.04,0.14,0.1,0.14,19766,1027853,1
Przemysław Frankowski,POL,DF,Lens,Ligue 1,27,1995,37,31,2833.0,31.5,5,3,8,2,3,3,4,0,4.2,1.8,6.8,8.6,51.0,132.0,237.0,0.16,0.1,0.25,0.06,0.16,0.13,0.22,0.35,0.06,0.27,6098,317104,2
